,times,values
1760892,1608630372.472,8187
1760893,1608630372.474,8188
1760894,1608630372.476,8189
1760895,1608630372.478,8190
1760896,1608630372.48,8191
1760897,1608630372.482,8191
1760898,1608630372.484,8191
1760899,1608630372.486,8191
1760900,1608630372.488,8191
1760901,1608630372.49,8191
1760902,1608630372.492,8191
1760903,1608630372.494,8191
1760904,1608630372.496,8191
1760905,1608630372.498,8191
1760906,1608630372.5,8191
1760907,1608630372.502,8191
1760908,1608630372.504,8191
1760909,1608630372.506,8191
1760910,1608630372.508,8191
1760911,1608630372.51,8191
1760912,1608630372.512,8191
1760913,1608630372.514,8191
1760914,1608630372.516,8191
1760915,1608630372.518,8191
1760916,1608630372.52,8191
1760917,1608630372.522,8191
1760918,1608630372.524,8192
1760919,1608630372.526,8192
1760920,1608630372.528,8193
1760921,1608630372.53,8193
1760922,1608630372.532,8194
1760923,1608630372.534,8194
1760924,1608630372.536,8195
1760925,1608630372.538,8196
1760926,1608630372.54,8197
1760927,1608630372.542,8198
1760928,1608630372.544,8199
1760929,1608630372.546,8200
1760930,1608630372.548,8201
1760931,1608630372.55,8202
1760932,1608630372.552,8204
1760933,1608630372.554,8206
1760934,1608630372.556,8207
1760935,1608630372.558,8209
1760936,1608630372.56,8211
1760937,1608630372.562,8213
1760938,1608630372.564,8215
1760939,1608630372.566,8216
1760940,1608630372.568,8218
1760941,1608630372.57,8220
1760942,1608630372.572,8221
1760943,1608630372.574,8223
1760944,1608630372.576,8225
1760945,1608630372.578,8226
1760946,1608630372.58,8227
1760947,1608630372.582,8229
1760948,1608630372.584,8230
1760949,1608630372.586,8230
1760950,1608630372.588,8231
1760951,1608630372.59,8232
1760952,1608630372.592,8232
1760953,1608630372.594,8232
1760954,1608630372.596,8232
1760955,1608630372.598,8232
1760956,1608630372.6,8232
1760957,1608630372.602,8231
1760958,1608630372.604,8231
1760959,1608630372.606,8230
1760960,1608630372.608,8230
1760961,1608630372.61,8229
1760962,1608630372.612,8228
1760963,1608630372.614,8227
1760964,1608630372.616,8226
1760965,1608630372.618,8225
1760966,1608630372.62,8224
1760967,1608630372.622,8223
1760968,1608630372.624,8222
1760969,1608630372.626,8220
1760970,1608630372.628,8219
1760971,1608630372.63,8218
1760972,1608630372.632,8217
1760973,1608630372.634,8216
1760974,1608630372.636,8215
1760975,1608630372.638,8214
1760976,1608630372.64,8213
1760977,1608630372.642,8213
1760978,1608630372.644,8212
1760979,1608630372.646,8212
1760980,1608630372.648,8213
1760981,1608630372.65,8214
1760982,1608630372.652,8215
1760983,1608630372.654,8216
1760984,1608630372.656,8217
1760985,1608630372.658,8218
1760986,1608630372.66,8220
1760987,1608630372.662,8221
1760988,1608630372.664,8222
1760989,1608630372.666,8223
1760990,1608630372.668,8224
1760991,1608630372.67,8225
1760992,1608630372.672,8225
1760993,1608630372.674,8225
1760994,1608630372.676,8225
1760995,1608630372.678,8224
1760996,1608630372.68,8223
1760997,1608630372.682,8221
